;IPC;Nucleo;Estacionales;Regulados;Alimentos;Vivienda;Salud;Transporte;IPIM;IPIB
1/2/1944;1.07E-13;;;;;;;;;
1/3/1944;1.07E-13;;;;;;;;;
1/4/1944;1.08E-13;;;;;;;;;
1/5/1944;1.07E-13;;;;;;;;;
1/6/1944;1.06E-13;;;;;;;;;
1/7/1944;1.08E-13;;;;;;;;;
1/8/1944;1.08E-13;;;;;;;;;
1/9/1944;1.09E-13;;;;;;;;;
1/10/1944;1.09E-13;;;;;;;;;
1/11/1944;1.10E-13;;;;;;;;;
1/12/1944;1.10E-13;;;;;;;;;
1/1/1945;1.10E-13;;;;;;;;;
1/2/1945;1.19E-13;;;;;;;;;
1/3/1945;1.21E-13;;;;;;;;;
1/4/1945;1.30E-13;;;;;;;;;
1/5/1945;1.30E-13;;;;;;;;;
1/6/1945;1.31E-13;;;;;;;;;
1/7/1945;1.31E-13;;;;;;;;;
1/8/1945;1.32E-13;;;;;;;;;
1/9/1945;1.31E-13;;;;;;;;;
1/10/1945;1.32E-13;;;;;;;;;
1/11/1945;1.32E-13;;;;;;;;;
1/12/1945;1.32E-13;;;;;;;;;
1/1/1946;1.35E-13;;;;;;;;;
1/2/1946;1.45E-13;;;;;;;;;
1/3/1946;1.45E-13;;;;;;;;;
1/4/1946;1.49E-13;;;;;;;;;
1/5/1946;1.52E-13;;;;;;;;;
1/6/1946;1.51E-13;;;;;;;;;
1/7/1946;1.54E-13;;;;;;;;;
1/8/1946;1.54E-13;;;;;;;;;
1/9/1946;1.53E-13;;;;;;;;;
1/10/1946;1.53E-13;;;;;;;;;
1/11/1946;1.57E-13;;;;;;;;;
1/12/1946;1.58E-13;;;;;;;;;
1/1/1947;1.60E-13;;;;;;;;;
1/2/1947;1.59E-13;;;;;;;;;
1/3/1947;1.60E-13;;;;;;;;;
1/4/1947;1.70E-13;;;;;;;;;
1/5/1947;1.70E-13;;;;;;;;;
1/6/1947;1.70E-13;;;;;;;;;
1/7/1947;1.78E-13;;;;;;;;;
1/8/1947;1.76E-13;;;;;;;;;
1/9/1947;1.78E-13;;;;;;;;;
1/10/1947;1.78E-13;;;;;;;;;
1/11/1947;1.77E-13;;;;;;;;;
1/12/1947;1.79E-13;;;;;;;;;
1/1/1948;1.84E-13;;;;;;;;;
1/2/1948;1.81E-13;;;;;;;;;
1/3/1948;1.81E-13;;;;;;;;;
1/4/1948;1.84E-13;;;;;;;;;
1/5/1948;1.85E-13;;;;;;;;;
1/6/1948;1.90E-13;;;;;;;;;
1/7/1948;1.95E-13;;;;;;;;;
1/8/1948;1.95E-13;;;;;;;;;
1/9/1948;1.99E-13;;;;;;;;;
1/10/1948;2.07E-13;;;;;;;;;
1/11/1948;2.07E-13;;;;;;;;;
1/12/1948;2.08E-13;;;;;;;;;
1/1/1949;2.19E-13;;;;;;;;;
1/2/1949;2.20E-13;;;;;;;;;
1/3/1949;2.20E-13;;;;;;;;;
1/4/1949;2.35E-13;;;;;;;;;
1/5/1949;2.46E-13;;;;;;;;;
1/6/1949;2.53E-13;;;;;;;;;
1/7/1949;2.56E-13;;;;;;;;;
1/8/1949;2.61E-13;;;;;;;;;
1/9/1949;2.65E-13;;;;;;;;;
1/10/1949;2.70E-13;;;;;;;;;
1/11/1949;2.77E-13;;;;;;;;;
1/12/1949;2.86E-13;;;;;;;;;
1/1/1950;2.93E-13;;;;;;;;;
1/2/1950;2.88E-13;;;;;;;;;
1/3/1950;2.95E-13;;;;;;;;;
1/4/1950;2.95E-13;;;;;;;;;
1/5/1950;3.02E-13;;;;;;;;;
1/6/1950;3.16E-13;;;;;;;;;
1/7/1950;3.25E-13;;;;;;;;;
1/8/1950;3.25E-13;;;;;;;;;
1/9/1950;3.26E-13;;;;;;;;;
1/10/1950;3.39E-13;;;;;;;;;
1/11/1950;3.51E-13;;;;;;;;;
1/12/1950;3.51E-13;;;;;;;;;
1/1/1951;3.57E-13;;;;;;;;;
1/2/1951;3.54E-13;;;;;;;;;
1/3/1951;3.64E-13;;;;;;;;;
1/4/1951;3.65E-13;;;;;;;;;
1/5/1951;3.99E-13;;;;;;;;;
1/6/1951;4.28E-13;;;;;;;;;
1/7/1951;4.42E-13;;;;;;;;;
1/8/1951;4.46E-13;;;;;;;;;
1/9/1951;4.87E-13;;;;;;;;;
1/10/1951;4.78E-13;;;;;;;;;
1/11/1951;4.92E-13;;;;;;;;;
1/12/1951;4.94E-13;;;;;;;;;
1/1/1952;5.37E-13;;;;;;;;;
1/2/1952;5.58E-13;;;;;;;;;
1/3/1952;5.62E-13;;;;;;;;;
1/4/1952;5.78E-13;;;;;;;;;
1/5/1952;6.15E-13;;;;;;;;;
1/6/1952;6.24E-13;;;;;;;;;
1/7/1952;6.37E-13;;;;;;;;;
1/8/1952;6.11E-13;;;;;;;;;
1/9/1952;6.09E-13;;;;;;;;;
1/10/1952;6.29E-13;;;;;;;;;
1/11/1952;6.35E-13;;;;;;;;;
1/12/1952;6.37E-13;;;;;;;;;
1/1/1953;6.39E-13;;;;;;;;;
1/2/1953;6.31E-13;;;;;;;;;
1/3/1953;6.68E-13;;;;;;;;;
1/4/1953;6.65E-13;;;;;;;;;
1/5/1953;6.37E-13;;;;;;;;;
1/6/1953;6.26E-13;;;;;;;;;
1/7/1953;6.25E-13;;;;;;;;;
1/8/1953;6.30E-13;;;;;;;;;
1/9/1953;6.31E-13;;;;;;;;;
1/10/1953;6.26E-13;;;;;;;;;
1/11/1953;6.24E-13;;;;;;;;;
1/12/1953;6.28E-13;;;;;;;;;
1/1/1954;6.35E-13;;;;;;;;;
1/2/1954;6.22E-13;;;;;;;;;
1/3/1954;6.21E-13;;;;;;;;;
1/4/1954;6.22E-13;;;;;;;;;
1/5/1954;6.35E-13;;;;;;;;;
1/6/1954;6.33E-13;;;;;;;;;
1/7/1954;6.43E-13;;;;;;;;;
1/8/1954;6.58E-13;;;;;;;;;
1/9/1954;6.62E-13;;;;;;;;;
1/10/1954;6.79E-13;;;;;;;;;
1/11/1954;6.98E-13;;;;;;;;;
1/12/1954;7.05E-13;;;;;;;;;
1/1/1955;7.36E-13;;;;;;;;;
1/2/1955;7.20E-13;;;;;;;;;
1/3/1955;7.21E-13;;;;;;;;;
1/4/1955;7.22E-13;;;;;;;;;
1/5/1955;7.33E-13;;;;;;;;;
1/6/1955;7.34E-13;;;;;;;;;
1/7/1955;7.38E-13;;;;;;;;;
1/8/1955;7.41E-13;;;;;;;;;
1/9/1955;7.44E-13;;;;;;;;;
1/10/1955;7.49E-13;;;;;;;;;
1/11/1955;7.48E-13;;;;;;;;;
1/12/1955;7.49E-13;;;;;;;;;
1/1/1956;7.91E-13;;;;;;;;;
1/2/1956;7.81E-13;;;;;;;;;
1/3/1956;7.75E-13;;;;;;;;;
1/4/1956;7.74E-13;;;;;;;;;
1/5/1956;8.01E-13;;;;;;;;;
1/6/1956;8.32E-13;;;;;;;;;
1/7/1956;8.64E-13;;;;;;;;;
1/8/1956;8.60E-13;;;;;;;;;
1/9/1956;8.56E-13;;;;;;;;;
1/10/1956;8.60E-13;;;;;;;;;
1/11/1956;8.71E-13;;;;;;;;;
1/12/1956;8.85E-13;;;;;;;;;
1/1/1957;9.23E-13;;;;;;;;;
1/2/1957;9.13E-13;;;;;;;;;
1/3/1957;9.20E-13;;;;;;;;;
1/4/1957;9.54E-13;;;;;;;;;
1/5/1957;9.79E-13;;;;;;;;;
1/6/1957;1.01E-12;;;;;;;;;
1/7/1957;1.05E-12;;;;;;;;;
1/8/1957;1.06E-12;;;;;;;;;
1/9/1957;1.12E-12;;;;;;;;;
1/10/1957;1.12E-12;;;;;;;;;
1/11/1957;1.13E-12;;;;;;;;;
1/12/1957;1.16E-12;;;;;;;;;
1/1/1958;1.16E-12;;;;;;;;;
1/2/1958;1.13E-12;;;;;;;;;
1/3/1958;1.14E-12;;;;;;;;;
1/4/1958;1.16E-12;;;;;;;;;
1/5/1958;1.21E-12;;;;;;;;;
1/6/1958;1.29E-12;;;;;;;;;
1/7/1958;1.35E-12;;;;;;;;;
1/8/1958;1.40E-12;;;;;;;;;
1/9/1958;1.46E-12;;;;;;;;;
1/10/1958;1.49E-12;;;;;;;;;
1/11/1958;1.54E-12;;;;;;;;;
1/12/1958;1.61E-12;;;;;;;;;
1/1/1959;1.75E-12;;;;;;;;;
1/2/1959;2.06E-12;;;;;;;;;
1/3/1959;2.25E-12;;;;;;;;;
1/4/1959;2.41E-12;;;;;;;;;
1/5/1959;2.61E-12;;;;;;;;;
1/6/1959;2.88E-12;;;;;;;;;
1/7/1959;3.06E-12;;;;;;;;;
1/8/1959;3.16E-12;;;;;;;;;
1/9/1959;3.28E-12;;;;;;;;;
1/10/1959;3.34E-12;;;;;;;;;
1/11/1959;3.36E-12;;;;;;;;;
1/12/1959;3.43E-12;;;;;;;;;
1/1/1960;3.53E-12;;;;;;;;;
1/2/1960;3.62E-12;;;;;;;;;
1/3/1960;3.65E-12;;;;;;;;;
1/4/1960;3.68E-12;;;;;;;;;
1/5/1960;3.67E-12;;;;;;;;;
1/6/1960;3.67E-12;;;;;;;;;
1/7/1960;3.65E-12;;;;;;;;;
1/8/1960;3.68E-12;;;;;;;;;
1/9/1960;3.70E-12;;;;;;;;;
1/10/1960;3.70E-12;;;;;;;;;
1/11/1960;3.73E-12;;;;;;;;;
1/12/1960;3.83E-12;;;;;;;;;
1/1/1961;4.18E-12;;;;;;;;;
1/2/1961;3.92E-12;;;;;;;;;
1/3/1961;3.97E-12;;;;;;;;;
1/4/1961;4.02E-12;;;;;;;;;
1/5/1961;4.11E-12;;;;;;;;;
1/6/1961;4.14E-12;;;;;;;;;
1/7/1961;4.19E-12;;;;;;;;;
1/8/1961;4.26E-12;;;;;;;;;
1/9/1961;4.29E-12;;;;;;;;;
1/10/1961;4.34E-12;;;;;;;;;
1/11/1961;4.34E-12;;;;;;;;;
1/12/1961;4.48E-12;;;;;;;;;
1/1/1962;4.86E-12;;;;;;;;;
1/2/1962;4.67E-12;;;;;;;;;
1/3/1962;4.74E-12;;;;;;;;;
1/4/1962;4.81E-12;;;;;;;;;
1/5/1962;4.97E-12;;;;;;;;;
1/6/1962;5.14E-12;;;;;;;;;
1/7/1962;5.22E-12;;;;;;;;;
1/8/1962;5.45E-12;;;;;;;;;
1/9/1962;5.52E-12;;;;;;;;;
1/10/1962;5.73E-12;;;;;;;;;
1/11/1962;5.82E-12;;;;;;;;;
1/12/1962;5.79E-12;;;;;;;;;
1/1/1963;6.36E-12;;;;;;;;;
1/2/1963;6.10E-12;;;;;;;;;
1/3/1963;6.15E-12;;;;;;;;;
1/4/1963;6.44E-12;;;;;;;;;
1/5/1963;6.54E-12;;;;;;;;;
